Song_id,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Name,Album Artist URI(s),Track URI,Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,No of times Songs Played
192,Shake It,spotify:artist:0L16bvRnrWWF7zEdHZbVIg,B'Bach,spotify:album:0hRYit8W8cmD0pFq6yq9yM,Shake It,spotify:artist:0L16bvRnrWWF7zEdHZbVIg,spotify:track:7Ejbq8E0URz6FgJ9En9PLQ,B'Bach,6/25/2021,https://i.scdn.co/image/ab67616d0000b273444ccc94b6f9e1c97682878c,1,1,152624,https://p.scdn.co/mp3-preview/164c5d58d590df971e7a6993315c6e6672448d18?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,31,8468
193,Yay,spotify:artist:4neJ08zZedJdppHFcrwoKX,Monkey Market,spotify:album:7kH3QFHk75e2l1WYp01Uo3,Yay,spotify:artist:4neJ08zZedJdppHFcrwoKX,spotify:track:3fd9P0PDa0xaiCPoscYe4s,Monkey Market,6/30/2021,https://i.scdn.co/image/ab67616d0000b273e4fc065bbf22acc375aed5ba,,,,https://p.scdn.co/mp3-preview/096fbb1b69d033454aff019d15d82f4bd62eef34?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,,6946
194,Endorphyn,spotify:artist:4C3OH09YXrtoiREsAsk9JA,Julian Meinke,spotify:album:2qnJ1YYqHp2aa5xurO8uWS,Extatic,spotify:artist:4C3OH09YXrtoiREsAsk9JA,spotify:track:6QlILuBLedYBnoDEXt3GtU,Julian Meinke,4/9/2021,https://i.scdn.co/image/ab67616d0000b273597f3b83ed0573a4d72a4b2a,1,2,408597,https://p.scdn.co/mp3-preview/4db5ab0b760e6dbd44ee481cc81c805f0da6b2b8?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,2,8051
195,Dopamyn,spotify:artist:4C3OH09YXrtoiREsAsk9JA,Julian Meinke,spotify:album:2qnJ1YYqHp2aa5xurO8uWS,Extatic,spotify:artist:4C3OH09YXrtoiREsAsk9JA,spotify:track:5oB34ForCe59UCruA4jHkm,Julian Meinke,4/9/2021,https://i.scdn.co/image/ab67616d0000b273597f3b83ed0573a4d72a4b2a,1,1,438001,https://p.scdn.co/mp3-preview/50cfd769c3459f2112ca546308374d0717082312?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,8,5094
196,It's a Game,spotify:artist:2Cdqp37PJ5bq7ouNl100rn,Sharmystic,spotify:album:2Q4sVOAdyka2GLO9lmyw7Q,It's a Game,spotify:artist:2Cdqp37PJ5bq7ouNl100rn,spotify:track:2epoRHVE8sXXeS1mfbvNnK,Sharmystic,10/30/2020,https://i.scdn.co/image/ab67616d0000b273721bb3c5adce37372ef5adfe,1,1,144285,https://p.scdn.co/mp3-preview/c077c2ba512955ae0c2bc29a05c3d7e2b0b97e45?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,21,1433
197,It's Total Dangerous,spotify:artist:5CqhpTvpaIfU2yoYHOC0px,Benjamin Stahl,spotify:album:15XvQPMCKueeKz1ObJK7c0,It's Total Dangerous,spotify:artist:5CqhpTvpaIfU2yoYHOC0px,spotify:track:3gsumvIj0I4OTUJ1Dqa2In,Benjamin Stahl,4/30/2021,https://i.scdn.co/image/ab67616d0000b273fced108824faf56b4c22dca6,1,1,326769,https://p.scdn.co/mp3-preview/e3f5fcc8b4ffe5c8999e3059018f70a47a957e52?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,8,4372
198,Progresiv - Ross Geldart Remix,"spotify:artist:6gGnlPgyBp7LbiPuPgG4ey, spotify:artist:6dULpsvcS9urAO0aKi60Vj","Smart Wave, Ross Geldart",spotify:album:79p4eYWwRd6Y11kUaZ5chj,Progresiv,spotify:artist:6gGnlPgyBp7LbiPuPgG4ey,spotify:track:68gfWSC0Khwx6qyJjAucx6,Smart Wave,4/16/2021,https://i.scdn.co/image/ab67616d0000b273196dbd541f89b3e69fdb57e8,1,2,410250,https://p.scdn.co/mp3-preview/8792bc226fe3d6d94d7fd769a2a420f81261640c?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,2,1470
199,Fraction,spotify:artist:6dULpsvcS9urAO0aKi60Vj,Ross Geldart,spotify:album:6LKIcP7gn9Gr6laUKTl1aC,Fraction,spotify:artist:6dULpsvcS9urAO0aKi60Vj,spotify:track:5vsc76wRY42lkQ5Z8JA4K5,Ross Geldart,11/23/2020,https://i.scdn.co/image/ab67616d0000b2737aad2c19974a9ad48b510e0b,,1,413114,,FALSE,,4051
200,One Way,spotify:artist:56cDuKqyedqZXEsUSBFNww,Wyatt Coleman,,One Way,spotify:artist:56cDuKqyedqZXEsUSBFNww,spotify:track:69I7t6SO4uRPKPdpXbG4TD,Wyatt Coleman,4/15/2021,https://i.scdn.co/image/ab67616d0000b273f6be2c62fa1ec50cb7bed04b,,1,210781,,,,1105
201,,"spotify:artist:5wNuh7FxIFmoNlRLMoVzWl, spotify:artist:3WMxxfaDFdQBmomHW2yGoY","Stark, Roet",spotify:album:6jQBhfyPZ0b65JMX7eQ1ux,On the Other Side,,,"Stark, Roet",4/16/2021,https://i.scdn.co/image/ab67616d0000b273463b3b0715ba88da26b3e5ee,1,1,198409,,,,9792
202,Right Now,spotify:artist:1BgLi10FdtjQtMigV9Ddka,Achilles,spotify:album:1fD692srO4ZnzqMGRNMc5U,Right Now,spotify:artist:1BgLi10FdtjQtMigV9Ddka,spotify:track:6tXs17hqeNlWM82ecRYrfz,Achilles,4/9/2021,https://i.scdn.co/image/ab67616d0000b273bb51b4547dbdaaae9115c6fe,1,1,189000,https://p.scdn.co/mp3-preview/db12bf690ddaeac07369f2a4ef76b370d4d06dc4?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,6,5507
203,Rapture (Soulside Remix Made Edit Remastered) [feat. Nadia Ali],"spotify:artist:5WVf5DCSYmK4JYD6vIcttw, spotify:artist:1C60viSZv6BoYtrnkZ44g5","iio, Nadia Ali",spotify:album:0jtLaaOCOcrziKJDZ2jF3z,American Ambient (feat. Nadia Ali),spotify:artist:5WVf5DCSYmK4JYD6vIcttw,spotify:track:3Ddct0d9g4eOU02KU5Rnzx,iio,11/21/2011,https://i.scdn.co/image/ab67616d0000b2732e63ff218fc79b8a5b868335,1,2,231702,https://p.scdn.co/mp3-preview/938d27a81d3fb1f3015b597a7d5403b7f784fd56?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,32,6614
204,Rapture (Soulside Remix) [feat. Nadia Ali],"spotify:artist:5WVf5DCSYmK4JYD6vIcttw, spotify:artist:1C60viSZv6BoYtrnkZ44g5","iio, Nadia Ali",spotify:album:4bOu5bLJpRBNfD0fb5apQf,"Rapture Reconstruction, Platinum Edition (feat. Nadia Ali)",spotify:artist:5WVf5DCSYmK4JYD6vIcttw,spotify:track:1HZ2ZJIhaa1Xq0ptnF58BT,iio,2/19/2008,https://i.scdn.co/image/ab67616d0000b2730e3d0f45d486b98ab71fa953,2,7,400720,https://p.scdn.co/mp3-preview/121de2aab923796e67a893c7f1f94c0cc61cc2be?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,29,3320
205,Rapture - Avicii New Generation Mix,"spotify:artist:1C60viSZv6BoYtrnkZ44g5, spotify:artist:1vCWHaC5f2uS3yhpwWbIA6","Nadia Ali, Avicii",spotify:album:4dPRAtBbSBGBl7VTAAIDU1,10 Years Armada,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,spotify:track:05DkjWRXy5a9rmDVxkKsGt,Various Artists,11/22/2013,https://i.scdn.co/image/ab67616d0000b27312a3bfc34dd6ccf0f4975735,1,7,218120,https://p.scdn.co/mp3-preview/7066f8a94c9a8bfa4cdee2a9b3d7d68f6b956779?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,36,1325
206,Rapture (Armin Van Buuren Remix Remastered) [feat. Nadia Ali],"spotify:artist:5WVf5DCSYmK4JYD6vIcttw, spotify:artist:1C60viSZv6BoYtrnkZ44g5","iio, Nadia Ali",spotify:album:5A24W7ufM7GIQ4QVDuGhuX,Rapture (feat. Nadia Ali) [Armin Van Buuren Remix Remastered],spotify:artist:5WVf5DCSYmK4JYD6vIcttw,spotify:track:6s7hpnwKcBb7NYrbKsdILL,iio,7/11/2011,https://i.scdn.co/image/ab67616d0000b273664f8c9247d4d6ff7d8ed9c0,1,1,562997,https://p.scdn.co/mp3-preview/cd69f5b294f78a54482e8c43d54fb36796a4e132?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,31,3461
207,Rapture - Gareth Emery Extended Mix,spotify:artist:1C60viSZv6BoYtrnkZ44g5,Nadia Ali,spotify:album:5vAEkBoG6bwpih7sJ9RU6S,Queen of Clubs Trilogy: Diamond Edition (Extended Mixes),spotify:artist:1C60viSZv6BoYtrnkZ44g5,spotify:track:2FmkvX1m25pmHdglHs2yl2,Nadia Ali,12/20/2010,https://i.scdn.co/image/ab67616d0000b273195ca202150a23e313dc7cd7,1,1,436363,,FALSE,37,5041
208,Get Out - San Sebastian Mix,"spotify:artist:4pugYBYlQfhhuNkbwmmx0a, spotify:artist:5r89seDhq5dnVWpQ7y0wHQ, spotify:artist:6a8KC7HPyTqiU55Ycmeanv","DJ Jose, ROMBE4T, San Sebastian",spotify:album:4tKZYGAUA3fSo2BG9IZugk,Get Out (San Sebastian Mix),"spotify:artist:4pugYBYlQfhhuNkbwmmx0a, spotify:artist:5r89seDhq5dnVWpQ7y0wHQ, spotify:artist:6a8KC7HPyTqiU55Ycmeanv",spotify:track:0SMMXsaPydRM4wrtGsyNcX,"DJ Jose, ROMBE4T, San Sebastian",9/25/2020,https://i.scdn.co/image/ab67616d0000b27364fe235945edd77d832316cb,1,1,309609,https://p.scdn.co/mp3-preview/22e3bd8d70ecde3d0b55a9ced43cc8990947a28c?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,23,104
209,Pressure (feat. Tove Lo),"spotify:artist:60d24wfXkVzDSfLS6hyCjZ, spotify:artist:4NHQUGzhtTLFvgF5SZesLK","Martin Garrix, Tove Lo",spotify:album:5s55A56E4N7390TTEUzwKN,Pressure (feat. Tove Lo),"spotify:artist:60d24wfXkVzDSfLS6hyCjZ, spotify:artist:4NHQUGzhtTLFvgF5SZesLK",spotify:track:4ga4WvRNhMsIL38pkBbnIN,"Martin Garrix, Tove Lo",2/5/2021,https://i.scdn.co/image/ab67616d0000b273b3adecd5865a661d12d07b6d,1,1,144391,https://p.scdn.co/mp3-preview/236d8efa51c959e4f52789d6fbcdaf4e8f57866f?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,69,4604
210,Tidal Wave,spotify:artist:2sAtMKv4yt10qfwqydl6Ai,Jacob Browne,spotify:album:4kd21EoFPB2gssouLBMLfN,Tidal Wave,spotify:artist:2sAtMKv4yt10qfwqydl6Ai,spotify:track:45ab95elc3vJovRXyAopiX,Jacob Browne,11/20/2020,https://i.scdn.co/image/ab67616d0000b2737380714862fbfb0d5309ad64,1,1,159076,https://p.scdn.co/mp3-preview/e69a2aab09e3fa723ae665a13a4e9c8e4ad8d6e6?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,24,7391
211,Stay the Night,"spotify:artist:0CtbEQRf5QgHb89JgCl95n, spotify:artist:3y3pWSQEtTjwQNlVTERpTG","Karim Naas, KTK",spotify:album:6SpIGRyfV4PvghXQtEm2of,Stay the Night,spotify:artist:0CtbEQRf5QgHb89JgCl95n,spotify:track:23Wojf6Vd6yezizPOn4KPQ,Karim Naas,10/30/2020,https://i.scdn.co/image/ab67616d0000b27324cb3cfcdf1f4e4203e6248c,1,1,196171,https://p.scdn.co/mp3-preview/34cb3d75d52177b5687a93ce8daf66d31a731dd9?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,8,3604
212,Ab To Forever,"spotify:artist:6Mv8GjQa7LKUGCAqa9qqdb, spotify:artist:4fEkbug6kZzzJ8eYX6Kbbp, spotify:artist:0oOet2f43PA68X5RxKobEy, spotify:artist:6CXEwIaXYfVJ84biCxqc9k, spotify:artist:3UpmjPgIFSGqnxXuiwD014","Vishal-Shekhar, KK, Shreya Ghoshal, Vishal Dadlani, Javed Akhtar",spotify:album:2xbc8WAYWrPOxeULhS70vs,Ta Ra Rum Pum,spotify:artist:6Mv8GjQa7LKUGCAqa9qqdb,spotify:track:3gLf7ctpqnklhoQfeveBw0,Vishal-Shekhar,4/3/2007,https://i.scdn.co/image/ab67616d0000b273ae7fac16cc9e47edb2cd687c,1,5,301714,https://p.scdn.co/mp3-preview/9067777565234ce019ad87101ae854ecf70a5e66?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,52,2549
213,Brothers Anthem,"spotify:artist:5fvTHKKzW44A9867nPDocM, spotify:artist:6CXEwIaXYfVJ84biCxqc9k","Ajay-Atul, Vishal Dadlani",spotify:album:383e45grHa4YKHGRojMqYy,Brothers (Original Motion Picture Soundtrack),spotify:artist:5fvTHKKzW44A9867nPDocM,spotify:track:3uZiNvBNQldjl4OJiKsuxe,Ajay-Atul,7/24/2015,https://i.scdn.co/image/ab67616d0000b273b62efc8fa0cbf9bdd3331e49,1,1,353676,https://p.scdn.co/mp3-preview/8331b3461a309c1d6e7e9c81200d2aa9830a3fa0?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,59,2497
214,Tujhe Bhula Diya,"spotify:artist:5GnnSrwNCGyfAU4zuIytiS, spotify:artist:4xd7mLI7urqrxELaXhAvzw, spotify:artist:3wZBspj86lRk2XLf4gfnSE","Mohit Chauhan, Shekhar Ravjiani, Shruti Pathak",spotify:album:6FC95PYKFrO8UYhjCidPZ9,Anjaana Anjaani,spotify:artist:6Mv8GjQa7LKUGCAqa9qqdb,spotify:track:4r8JqkhpTb5tzSKKHnVJIJ,Vishal-Shekhar,8/19/2010,https://i.scdn.co/image/ab67616d0000b2731da0a37c5bad81580d49ef05,1,5,279429,https://p.scdn.co/mp3-preview/57ec581bfdafd2913d066fcd503c7b957017ede0?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,68,4177
215,"Neele Neele Ambar Par - Version, 1",spotify:artist:6GDDlM7g83rZ4dowLrbTyE,Nitin Bali,spotify:album:2zOIUjp5NGbroqtSSJuqEV,Neele Neele Ambar Par,spotify:artist:6GDDlM7g83rZ4dowLrbTyE,spotify:track:2C7MOY4LrkuwThXnnKcTHN,Nitin Bali,5/20/2002,https://i.scdn.co/image/ab67616d0000b2730376fa4467c7385cefbd7254,1,1,233996,https://p.scdn.co/mp3-preview/c556626f363905a6fc065ec5babbe851a87adb47?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,38,6716
216,Megamix,spotify:artist:0Ol3Jol2T3lZZVLNNzWPhj,R.I.O.,spotify:album:0nU4b0X9ta0A3omvW3lgau,Megamix,spotify:artist:0Ol3Jol2T3lZZVLNNzWPhj,spotify:track:2W3tTDW6cyINSqEtt5ZTj4,R.I.O.,8/9/2013,https://i.scdn.co/image/ab67616d0000b273d0602cd63f6d5a3bc5025381,1,1,496175,https://p.scdn.co/mp3-preview/9b909f66e037add5ee40d83dd5c3b651e04bd5c2?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,46,1471
217,Monsta,spotify:artist:3gemH8D6fpu12DmTmUZYAL,Culcha Candela,spotify:album:1rzMyrv3hmCbfHGIJJb3ni,,spotify:artist:3gemH8D6fpu12DmTmUZYAL,spotify:track:1orDTlpI02AkHtNN3RAtLV,,1/1/2009,,1,3,196120,,FALSE,,3935
218,Scooby Doo Pa Pa (Remix),"spotify:artist:431Pb5EV8KsCBGTw96ZTQ4, spotify:artist:0TnOYISbd1XYRBk9myaseg","Dj Kass, Pitbull",spotify:album:3WXimwnt8DYIqtO3SBMqli,Scooby Doo Pa Pa (Remix) - Single,"spotify:artist:431Pb5EV8KsCBGTw96ZTQ4, spotify:artist:0TnOYISbd1XYRBk9myaseg",spotify:track:3Jz2hF1Y0EnSJrrj61fSmg,"Dj Kass, Pitbull",4/27/2018,https://i.scdn.co/image/ab67616d0000b27315ea29174a7c1ef3ade87c83,1,1,176702,https://p.scdn.co/mp3-preview/b1b00a68e82a3e208b2645c71450bb05a5e4c1bd?cid=9950ac751e34487dbbe027c4fd7f8e99,TRUE,39,1722
219,Scooby Doo Pa Pa,spotify:artist:431Pb5EV8KsCBGTw96ZTQ4,Dj Kass,spotify:album:5lcHuOp9vRXrVe3CAemCL9,Scooby Doo Pa Pa,spotify:artist:431Pb5EV8KsCBGTw96ZTQ4,spotify:track:20gGDikkrfmLU0SAvljr8d,Dj Kass,1/19/2018,https://i.scdn.co/image/ab67616d0000b273e7f734bfd272fc4316618d86,1,1,145972,https://p.scdn.co/mp3-preview/b9f80e935e5bdcea6d05e812b11a01ad0ad3caf4?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,55,5954
220,Boom Boom,"spotify:artist:6O9WquDfQTxGRZqZUXVEQx, spotify:artist:4VMYDCV2IEDYJArk749S6m, spotify:artist:6vXTefBL93Dj5IqAWq6OTv, spotify:artist:59KQTERLpPa7M0F25fRH6V","RedOne, Daddy Yankee, French Montana, Dinah Jane",spotify:album:23jJu4kGm0g5c5Tc9tCyoR,Boom Boom,"spotify:artist:6O9WquDfQTxGRZqZUXVEQx, spotify:artist:4VMYDCV2IEDYJArk749S6m, spotify:artist:6vXTefBL93Dj5IqAWq6OTv",spotify:track:4NzenFNqsYRvrG7rLdF1Ej,"RedOne, Daddy Yankee, French Montana",10/27/2017,https://i.scdn.co/image/ab67616d0000b2739c87805d4407c43d16a9d75f,1,1,248363,,FALSE,43,3015
221,Around the World (La La La La La) - Radio Version,,"A Touch Of Class, Pete Konemann",,Just The Best 4/2000,spotify:artist:0LyfQWJT6nXafLPZqxe9Of,spotify:track:5gOK3GYmmWvV8UyCpnRY4J,Various Artists,,https://i.scdn.co/image/ab67616d0000b2738898419f78ed2b9b53a983ca,1,5,215840,,FALSE,,6287
222,DESIRE,spotify:artist:6GexYMsvZbtafA7dN04XwW,VEME,spotify:album:5QD31UuuDVG1O725FHKScp,DESIRE,spotify:artist:6GexYMsvZbtafA7dN04XwW,spotify:track:509O03xsccOhWHFFFesood,VEME,8/7/2020,https://i.scdn.co/image/ab67616d0000b273aa444acc3f463f47a57a1bdf,1,1,220645,https://p.scdn.co/mp3-preview/b668896b797e8b8133ffd916543bd014b1ccd38b?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,4,9234
223,Ldn - SW11 Mix,spotify:artist:4SXvIxYW0ukv46ly8rN45I,Valerio Reali,spotify:album:1GCA8qEIhHF04dU4JVKbes,Ldn,spotify:artist:4SXvIxYW0ukv46ly8rN45I,spotify:track:3U2q5139H4Ac3TGpFmx9JB,Valerio Reali,7/15/2020,https://i.scdn.co/image/ab67616d0000b2739d81eee86031c13426711e0f,1,1,419016,https://p.scdn.co/mp3-preview/948657d69b54fbc615224227f7e5d4dab23c24a7?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,3,968
224,Inception,spotify:artist:586NPHDKjGokvJNJJeRyoS,Aleton,spotify:album:2HYoi9uL9Jb0dlRu2xKbsg,Inception,spotify:artist:586NPHDKjGokvJNJJeRyoS,spotify:track:79Hg6pgXLHeffOTOlafD3d,Aleton,7/3/2020,https://i.scdn.co/image/ab67616d0000b27388f8e5a639f3d023b2c087a3,1,1,288387,https://p.scdn.co/mp3-preview/3322c6f92eadb42175c72355e637ad00e9ec0a87?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,,
225,Now or Never,spotify:artist:2QMCcKIPHnjQaPPgoEst88,Matisse & Sadko,spotify:album:3sQ0vOHmVsI4oPCBIGDHOL,Now or Never,spotify:artist:2QMCcKIPHnjQaPPgoEst88,spotify:track:5MeVxrU74x1VsHqAGvyH1L,Matisse & Sadko,7/10/2020,https://i.scdn.co/image/ab67616d0000b2739faac8caea0391c68926fb78,1,1,171785,https://p.scdn.co/mp3-preview/a2c2ebb34a9046c6169581d490cbc2c70f1c0899?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,34,5129
226,100 Percent,"spotify:artist:256m8qrr1OX3cxhHpnsNJe, spotify:artist:1cR8j7RIJnu4gw7RJCERoC","Truevined, Mikeomania",spotify:album:1Hpiw7ng18yLZmwDZDU2eE,100 Percent,spotify:artist:256m8qrr1OX3cxhHpnsNJe,spotify:track:3bZAHi5KakQyNv1j0oeWS0,Truevined,5/1/2020,https://i.scdn.co/image/ab67616d0000b273b673274d9861a7526527e95f,1,1,152201,https://p.scdn.co/mp3-preview/15ab6d778c9aa48218ee2ae573169d78ae3538bf?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,4,3417
227,Bright Side,spotify:artist:4nHovHbwtLbguLZjbu3Bbc,Mike Spinx,spotify:album:4FDGXBmBj1dqwl077hYlkN,Bright Side,spotify:artist:4nHovHbwtLbguLZjbu3Bbc,spotify:track:3rGBIIGwMB0vzBnTctoNMq,Mike Spinx,5/7/2020,https://i.scdn.co/image/ab67616d0000b273eb6ccdc2b40c79fc0d90bb7e,1,1,482857,https://p.scdn.co/mp3-preview/3a0e1c7510215e5747c914bfbdbc78fef83b86df?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,11,423
228,Polaris,spotify:artist:46RoK8NBTMTyu23GiHqbCr,Dee Montero,spotify:album:2xAMiND7XBVIAuItnbNm2n,In The Wild / Polaris,spotify:artist:46RoK8NBTMTyu23GiHqbCr,spotify:track:54COO33zDDMHRvWdM8jNNw,Dee Montero,1/26/2018,https://i.scdn.co/image/ab67616d0000b27374423bcc3548860d435bba90,1,2,283070,https://p.scdn.co/mp3-preview/8c844b4cc63dc88d524fe1497e3fc5e3a205800f?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,10,1513
229,Ouddance,spotify:artist:2gQv5UbFmjuJ6jDIeLG6TA,Pharonic Electronic,spotify:album:1x3JvZBrrfYvb9bXsejt6O,Ouddance,spotify:artist:2gQv5UbFmjuJ6jDIeLG6TA,spotify:track:1VLcsz8QY7poBH0Eia21J1,Pharonic Electronic,12/25/2019,https://i.scdn.co/image/ab67616d0000b273d799379f1b60b85d537d5c80,1,1,240000,https://p.scdn.co/mp3-preview/181262b46dd85c471ed24f0447c56054c7459d7e?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,14,796
230,Dance Monkey,spotify:artist:2NjfBq1NflQcKSeiDooVjY,Tones And I,spotify:album:5i6CS5XcLZGLgaNCKlJvc2,Dance Monkey,,,Tones And I,5/10/2019,,1,1,209754,,FALSE,,8883
231,Billie Jean,spotify:artist:3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,spotify:album:1C2h7mLntPSeVYciMRTF4a,Thriller 25 Super Deluxe Edition,spotify:artist:3fMbdgg4jU18AjLCKBhRSm,spotify:track:5ChkMS8OtdzJeqyybCc9R5,Michael Jackson,2/8/2008,https://i.scdn.co/image/ab67616d0000b2734121faee8df82c526cbab2be,1,6,293826,https://p.scdn.co/mp3-preview/3c0a3971d37a42917fc3e28c04bcc3e8be6379c4?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,83,3399
232,Something Just Like This,"spotify:artist:69GGBxA162lTqCwzJG5jLp, spotify:artist:4gzpq5DPGxSnKTe4SA8HAU","The Chainsmokers, Coldplay",spotify:album:4JPguzRps3kuWDD5GS6oXr,Memories...Do Not Open,spotify:artist:69GGBxA162lTqCwzJG5jLp,spotify:track:6RUKPb4LETWmmr3iAEQktW,The Chainsmokers,4/7/2017,https://i.scdn.co/image/ab67616d0000b2730c13d3d5a503c84fcc60ae94,1,5,247160,https://p.scdn.co/mp3-preview/670e79b0cfebfdfbb0dabaafe1566d3c4fba964f?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,84,2681
233,Don't Let Me Down,"spotify:artist:69GGBxA162lTqCwzJG5jLp, spotify:artist:6Dd3NScHWwnW6obMFbl1BH","The Chainsmokers, Daya",spotify:album:2SByipSK8eZ2pasaIwwzhf,Don't Let Me Down,spotify:artist:69GGBxA162lTqCwzJG5jLp,spotify:track:1i1fxkWeaMmKEB4T7zqbzK,The Chainsmokers,2/5/2016,https://i.scdn.co/image/ab67616d0000b273df7cddc2d32ef9df762d5a30,1,1,208373,https://p.scdn.co/mp3-preview/e3b81f0f3532f58bd0eb554d0cc9e3f24e8f290c?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,80,9991
234,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)","spotify:artist:0TnOYISbd1XYRBk9myaseg, spotify:artist:21E3waRsmPlU7jZsS13rcj, spotify:artist:4D75GcNG95ebPtNvoNVXhz, spotify:artist:1ruutHJcECI7cos2n5TqpO","Pitbull, Ne-Yo, Afrojack, Nayer",spotify:album:4rG0MhkU6UojACJxkMHIXB,Planet Pit (Deluxe Version),spotify:artist:0TnOYISbd1XYRBk9myaseg,spotify:track:4QNpBfC0zvjKqPJcyqBy9W,Pitbull,6/17/2011,https://i.scdn.co/image/ab67616d0000b2731dc7483a9fcfce54822a2f19,1,2,252306,https://p.scdn.co/mp3-preview/bc3ab974555f9136cdbc25a003b55f93ca4b3c78?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,81,5489
235,Let Me Love You,"spotify:artist:540vIaP2JwjQb9dm3aArA4, spotify:artist:1uNFoZAHBGtllmzznpCI3s","DJ Snake, Justin Bieber",spotify:album:02sEJTj1sye1JaqxqpcSCp,Encore,spotify:artist:540vIaP2JwjQb9dm3aArA4,spotify:track:0lYBSQXN6rCTvUZvg9S0lU,DJ Snake,8/5/2016,https://i.scdn.co/image/ab67616d0000b273212d776c31027c511f0ee3bc,1,13,205946,,FALSE,83,2849
236,New Rules,spotify:artist:6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,spotify:album:01sfgrNbnnPUEyz6GZYlt9,Dua Lipa (Deluxe),spotify:artist:6M2wZ9GZgrQXHCFfjv46we,spotify:track:2ekn2ttSfGqwhhate0LSR0,Dua Lipa,6/2/2017,https://i.scdn.co/image/ab67616d0000b2736b915e407b70e121e06fe979,1,10,209320,https://p.scdn.co/mp3-preview/b6936c211bfbf998b95af98ea0b1c52f0d413066?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,80,8663
237,Wake Me Up,spotify:artist:1vCWHaC5f2uS3yhpwWbIA6,Avicii,spotify:album:1s9tU91VJt4sU5owi29GD3,TRUE,spotify:artist:1vCWHaC5f2uS3yhpwWbIA6,spotify:track:4h8VwCb1MTGoLKueQ1WgbD,Avicii,9/13/2013,https://i.scdn.co/image/ab67616d0000b2734cfcceb6f9b1aae8752810e7,1,1,247426,,FALSE,4,330
238,Sweet but Psycho,spotify:artist:4npEfmQ6YuiwW1GpUmaq3F,Ava Max,spotify:album:7CdLU3GgPy1PH5FVsrPlyA,Sweet but Psycho,spotify:artist:4npEfmQ6YuiwW1GpUmaq3F,spotify:track:25sgk305KZfyuqVBQIahim,Ava Max,8/17/2018,https://i.scdn.co/image/ab67616d0000b273c5015d2a9270865a5979f56b,1,1,187436,,FALSE,5,7572
239,Blame (feat. John Newman),"spotify:artist:7CajNmpbOovFoOoasH2HaY, spotify:artist:34v5MVKeQnIo0CWYMbbrPf","Calvin Harris, John Newman",spotify:album:48zisMeiXniWLzOQghbPqS,Motion,spotify:artist:7CajNmpbOovFoOoasH2HaY,spotify:track:07nH4ifBxUB4lZcsf44Brn,Calvin Harris,10/31/2014,https://i.scdn.co/image/ab67616d0000b273063c048e9ef6bd021b744756,1,3,212960,https://p.scdn.co/mp3-preview/5112b468031ea96f5b42d9aecd91cd1654fb44e9?cid=9950ac751e34487dbbe027c4fd7f8e99,FALSE,76,4255
